,weight
17820,0.3671
17821,0.6068
17822,0.5333
17823,0.7214
17824,1.9481
17825,1.77
17826,0.5828
17827,2.3288
17828,0.5426
17829,0.4697
17830,0.6855
17831,0.675
17832,2.1014
17833,0.8279
17834,0.5334
17835,0.6892
17836,1.383
17837,1.9377
17838,0.5187
17839,0.3607
17840,0.4238
17841,0.3484
17842,0.5805
17843,1.6289
17844,1.7393
17845,0.3836
17846,0.3873
17847,0.3574
17848,0.752
17849,0.3877
17850,0.4778
17851,0.757
17852,2.0265
17853,2.3229
17854,0.4103
17855,2.1752
17856,2.041
17857,0.3402
17858,0.4354
17859,0.4449
17860,0.7593
17861,0.5876
17862,0.7271
17863,2.0
17864,0.3989
17865,2.3399
17866,0.5518
17867,0.6972
17868,1.5653
17869,1.8462
17870,0.6844
17871,0.5859
17872,0.806
17873,0.6987
17874,0.6075
17875,0.4629
17876,1.384
17877,0.6082
17878,0.6895
17879,0.6212
17880,0.4401
17881,1.9612
17882,0.4521
17883,0.3289
17884,0.3689
17885,0.4109
17886,0.4065
17887,0.8054
17888,0.4639
17889,2.0018
17890,0.4351
17891,0.665
17892,0.6485
17893,0.4664
17894,0.602
17895,1.8958
17896,2.2409
17897,0.3471
17898,0.5361
17899,0.3594
17900,0.4099
17901,2.0201
17902,0.3543
17903,0.6384
17904,0.8268
17905,2.1576
17906,0.5532
17907,0.8197
17908,0.5397
17909,0.4069
17910,0.7419
17911,0.7056
17912,0.8023
17913,2.0987
17914,0.4196
17915,0.6605
17916,0.5806
17917,0.7068
17918,0.4845
17919,1.7774
17920,0.8313
17921,2.2765
17922,0.3997
17923,0.7059
17924,0.3925
17925,0.4463
17926,0.646
17927,0.4669
17928,2.1655
17929,0.7161
17930,0.4619
17931,0.6056
17932,1.9146
17933,1.9346
17934,2.0485
17935,2.0346
17936,0.8284
17937,1.8303
17938,2.3527
17939,0.5819
17940,0.3716
17941,0.3965
17942,0.5005
17943,0.7217
17944,0.3868
17945,0.6766
17946,1.9353
17947,0.7521
17948,0.5326
17949,2.0476
17950,1.9814
17951,0.7383
17952,0.3639
17953,0.6289
17954,0.5535
17955,0.6956
17956,0.4433
17957,0.618
17958,0.748
17959,0.7301
17960,0.4935
17961,0.8165
17962,0.5604
17963,0.413
17964,0.5796
17965,0.3846
17966,0.5701
17967,0.5693
17968,0.4648
17969,1.7472
17970,0.571
17971,0.3973
17972,0.6925
17973,0.4088
17974,0.3874
17975,0.4603
17976,0.4137
17977,2.1494
17978,0.4301
17979,1.2101
17980,0.3992
17981,0.4227
17982,2.0061
17983,0.5326
17984,0.642
17985,0.4956
17986,1.7052
17987,0.4294
17988,0.4209
17989,0.4746
17990,0.4646
17991,0.8715
17992,0.4467
17993,0.3946
17994,0.8727
17995,2.3824
17996,0.5343
17997,1.4977
17998,0.584
17999,0.3838
18000,1.8938
18001,0.3292
18002,0.4192
18003,0.8262
18004,0.5771
18005,0.3538
18006,0.4339
18007,0.3812
18008,0.6066
18009,0.456
18010,0.4577
18011,0.4998
18012,0.3428
18013,1.9899
18014,1.4448
18015,0.5108
18016,1.885
18017,0.4807
18018,0.5304
18019,0.7252
18020,1.7521
18021,0.3785
18022,2.2404
18023,0.4284
18024,2.3085
18025,1.954
18026,0.6708
18027,1.7976
18028,0.5998
18029,0.5231
18030,0.4477
18031,1.4122
18032,0.5242
18033,2.0769
18034,0.4698
18035,0.4047
18036,1.8539
18037,0.6997
18038,2.0846
18039,0.7104
18040,0.5145
18041,0.6894
18042,2.0888
18043,0.3592
18044,0.3912
18045,0.3812
18046,0.491
18047,0.4516
18048,2.0218
18049,1.9252
18050,2.1287
18051,0.5844
18052,0.8073
18053,0.4803
18054,2.0025
18055,0.6994
18056,2.152
18057,0.5722
18058,1.5813
18059,2.4001
18060,0.4132
18061,1.5344
18062,0.7696
18063,0.5575
18064,0.4193
18065,1.6341
18066,0.6429
18067,0.8497
18068,1.7858
18069,0.6086
18070,0.3718
18071,0.4486
18072,0.5498
18073,1.7915
18074,0.7794
18075,1.7396
18076,1.97
18077,0.7526
18078,0.6206
18079,0.546
18080,0.4416
18081,1.8986
18082,2.173
18083,2.2869
18084,0.6762
18085,0.4129
18086,0.4514
18087,2.0648
18088,0.6379
18089,2.335
18090,2.1118
18091,0.7561
18092,0.7232
18093,0.6761
18094,1.8521
18095,0.378
18096,1.5363
18097,0.7663
18098,0.3606
18099,0.3833
18100,2.0776
18101,1.8552
18102,0.5353
18103,2.1334
18104,0.5595
18105,0.3515
18106,0.3482
18107,0.3415
18108,0.6406
18109,0.448
18110,1.4954
18111,0.5377
18112,0.6719
18113,0.7177
18114,0.3456
18115,1.9762
18116,0.5535
18117,2.1613
18118,0.7868
18119,1.8915
18120,0.3981
18121,0.4021
18122,0.7216
18123,2.3774
18124,0.3841
18125,0.4406
18126,0.4157
18127,0.3684
18128,1.6594
18129,0.4867
18130,1.3397
18131,0.7333
18132,1.8735
18133,2.1899
18134,0.5815
18135,2.282
18136,0.5625
18137,0.3512
18138,0.3725
18139,0.5639
18140,2.2796
18141,0.4
18142,0.6083
18143,1.5914
18144,0.3854
18145,0.722
18146,2.1996
18147,0.4709
18148,0.4729
18149,0.4186
18150,0.6397
18151,0.7123
18152,0.5244
18153,0.5843
18154,1.482
18155,2.0524
18156,0.3762
18157,0.3538
18158,0.511
18159,0.3565
18160,0.5173
18161,0.4079
18162,2.195
18163,0.3787
18164,0.7155
18165,0.6376
18166,0.5777
18167,1.7786
18168,1.9419
18169,0.458
18170,0.4042
18171,0.5744
18172,0.4314
18173,1.8009
18174,0.394
18175,0.4204
18176,0.3314
18177,0.6256
18178,1.4337
18179,0.3861
18180,0.6606
18181,0.4332
18182,0.5011
18183,0.5852
18184,0.7533
18185,2.1333
18186,2.1036
18187,1.1247
18188,2.1271
18189,2.1393
18190,0.6807
18191,0.4106
18192,0.4361
18193,1.6065
18194,1.5396
18195,1.8137
18196,2.039
18197,2.111
18198,0.361
18199,2.2427
18200,0.3619
18201,0.4058
18202,0.3905
18203,2.3107
18204,2.1238
18205,2.1951
18206,0.5139
18207,0.5741
18208,0.6548
18209,0.5282
18210,0.7677
18211,0.3826
18212,1.625
18213,2.1921
18214,0.4442
18215,2.2568
18216,0.4503
18217,0.6975
18218,0.7507
18219,2.1026
18220,0.7557
18221,1.7487
18222,0.5296
18223,0.4369
18224,0.4827
18225,0.4271
18226,0.3497
18227,1.8592
18228,2.233
18229,0.6476
18230,0.5743
18231,1.8018
18232,0.8237
18233,0.39
18234,2.3003
18235,0.5081
18236,0.8733
18237,0.426
18238,0.8566
18239,0.6185
18240,0.6133
18241,0.4723
18242,0.4419
18243,0.7204
18244,1.721
18245,0.828
18246,2.0142
18247,0.6764
18248,0.6284
18249,1.7858
18250,0.4234
18251,2.1811
18252,0.5765
18253,1.6948
18254,0.3792
18255,0.4115
18256,0.3974
18257,0.3654
18258,0.4664
18259,0.451
18260,0.3495
18261,0.5698
18262,0.6474
18263,0.4018
18264,0.7819
18265,0.8446
18266,0.3551
18267,0.5555
18268,0.4444
18269,0.475
18270,0.4385
18271,2.1913
18272,1.9533
18273,1.6917
18274,0.4304
18275,0.6423
18276,0.4729
18277,1.8389
18278,0.3607
18279,1.2119
18280,0.3737
18281,0.4738
18282,2.0708
18283,0.6373
18284,2.0983
18285,1.5494
18286,0.6185
18287,0.3768
18288,0.6427
18289,1.5993
18290,1.903
18291,0.4172
18292,0.4036
18293,0.6065
18294,0.6789
18295,2.022
18296,1.6749
18297,2.4382
18298,0.4434
18299,0.5403
18300,0.7012
18301,0.6398
18302,1.344
18303,0.7889
18304,0.5465
18305,1.9135
18306,0.607
18307,1.5384
18308,0.4097
18309,0.5199
18310,0.5046
18311,1.8095
18312,0.8282
18313,0.8194
18314,0.4639
18315,0.8122
18316,1.8543
18317,0.6447
18318,0.4234
18319,2.263
18320,0.667
18321,2.1112
18322,0.6778
18323,0.9147
18324,2.2808
18325,0.7907
18326,0.415
18327,0.6674
18328,0.6008
18329,0.6811
18330,0.7012
18331,1.8794
18332,1.513
18333,0.4219
18334,2.1285
18335,1.9001
18336,0.4402
18337,2.1906
18338,0.5017
18339,0.4936
18340,0.7072
18341,1.9667
18342,0.548
18343,0.7616
18344,0.7741
18345,0.7147
18346,1.9125
18347,0.4062
18348,0.4323
18349,1.4863
18350,0.639
18351,0.3571
18352,1.869
18353,0.3863
18354,0.4803
18355,0.7824
18356,2.1175
18357,2.1686
18358,0.4139
18359,2.3375
18360,0.399
18361,1.8903
18362,0.4628
18363,1.4085
18364,0.3707
18365,2.1131
18366,0.3834
18367,0.5075
18368,1.4673
18369,0.6859
18370,0.4099
18371,1.9991
18372,0.3874
18373,0.421
18374,0.3489
18375,0.4136
18376,2.1291
18377,0.7403
18378,1.8326
18379,0.4486
18380,0.4582
18381,0.5338
18382,1.5052
18383,2.2973
18384,2.2159
18385,0.6669
18386,0.5904
18387,1.857
18388,0.8621
18389,1.7531
18390,0.5918
18391,2.225
18392,1.9616
18393,0.4576
18394,0.7917
18395,0.5043
18396,0.7004
18397,0.4121
18398,0.8135
18399,0.5766
18400,1.9863
18401,1.8886
18402,0.4345
18403,1.4887
18404,0.5819
18405,0.3993
18406,0.3613
18407,0.6314
18408,0.7659
18409,0.4716
18410,0.5694
18411,0.4056
18412,2.346
18413,0.7016
18414,0.7892
18415,0.3662
18416,0.8001
18417,2.2266
18418,0.3982
18419,2.1704
18420,2.1435
18421,0.3724
18422,0.4132
18423,0.4994
18424,0.3807
18425,0.5726
18426,0.5405
18427,0.3552
18428,1.8056
18429,0.3882
18430,0.8253
18431,1.2534
18432,0.4437
18433,0.4818
18434,1.7621
18435,0.5342
18436,0.5432
18437,0.3731
18438,0.6451
18439,0.6479
18440,2.0356
18441,0.4117
18442,1.2855
18443,2.2319
18444,0.3405
18445,2.2854
18446,0.7059
18447,0.7912
18448,0.6799
18449,0.4048
18450,0.8175
18451,0.5004
18452,0.4153
18453,0.6537
18454,2.0917
18455,0.5273
18456,0.4114
18457,0.6146
18458,2.1708
18459,0.3984
18460,0.8553
18461,0.4242
18462,0.4313
18463,0.493
18464,0.4279
18465,0.7858
18466,0.514
18467,0.4164
18468,0.4099
18469,0.7196
18470,2.0595
18471,0.4888
18472,0.7519
18473,0.7521
18474,0.7584
18475,0.6269
18476,0.6768
18477,0.5095
18478,0.355
18479,0.4256
18480,2.3123
18481,1.9068
18482,1.757
18483,0.5671
18484,1.7292
18485,0.6361
18486,2.0596
18487,0.5244
18488,0.4671
18489,0.4607
18490,0.3825
18491,0.5734
18492,0.6604
18493,0.5234
18494,1.311
18495,0.3976
18496,2.3285
18497,0.4412
18498,0.6304
18499,0.3732
18500,0.6541
18501,0.4006
18502,0.7351
18503,0.3602
18504,0.6633
18505,0.5847
18506,0.6127
18507,0.7007
18508,2.1077
18509,0.6407
18510,2.0168
18511,0.5806
18512,0.7499
18513,2.0066
18514,1.2723
18515,0.611
18516,1.7817
18517,1.2089
18518,0.6158
18519,0.4001
18520,0.7769
18521,0.4487
18522,0.3494
18523,0.5768
18524,0.5493
18525,2.3093
18526,0.4305
18527,0.4504
18528,0.4244
18529,0.3815
18530,0.618
18531,2.0583
18532,0.4396
18533,0.396
18534,2.1105
18535,0.5906
18536,2.0713
18537,1.9356
18538,0.5938
18539,0.7323
18540,0.3726
18541,0.3935
18542,2.1116
18543,2.1383
18544,2.3049
18545,0.6095
18546,2.1154
18547,0.4429
18548,0.521
18549,2.0122
18550,0.3967
18551,0.8042
18552,1.6883
18553,0.3893
18554,0.3659
18555,0.4545
18556,2.2873
18557,0.8113
18558,2.2256
18559,0.5381
18560,1.7041
18561,2.1551
18562,0.4853
18563,0.3895
18564,2.2142
18565,2.1981
18566,1.8679
18567,0.5827
18568,1.6694
18569,0.5151
18570,0.3773
18571,0.4151
18572,0.3568
18573,2.1185
18574,0.6656
18575,0.3552
18576,0.6691
18577,1.3352
18578,1.9219
18579,0.6848
18580,0.8123
18581,0.4136
18582,0.4322
18583,2.0167
18584,2.3514
18585,2.4004
18586,2.1511
18587,2.019
18588,0.4598
18589,0.714
18590,0.4191
18591,1.6358
18592,0.7136
18593,2.0559
18594,1.8368
18595,0.6853
18596,0.4913
18597,1.7477
18598,0.7602
18599,1.9503
18600,0.3788
18601,0.5242
18602,2.0775
18603,0.4433
18604,0.4066
18605,1.3217
18606,0.5215
18607,0.4529
18608,2.0132
18609,2.068
18610,2.3421
18611,2.2667
18612,0.4381
18613,0.3775
18614,2.0616
18615,0.5333
18616,0.3766
18617,1.723
18618,0.6533
18619,0.4203
18620,0.7389
18621,2.2928
18622,0.3931
18623,0.6895
18624,0.5572
18625,0.3449
18626,1.1681
18627,2.0915
18628,0.5661
18629,0.6819
18630,1.4786
18631,1.8846
18632,0.3609
18633,0.4648
18634,0.4083
18635,0.474
18636,0.4106
18637,0.3403
18638,1.6765
18639,0.4747
18640,0.4568
18641,0.4371
18642,0.3606
18643,0.3815
18644,0.4062
18645,0.4196
18646,0.4417
18647,0.4667
18648,1.8691
18649,0.8242
18650,0.618
18651,0.6385
18652,0.7689
18653,0.3855
18654,0.427
18655,0.3523
18656,1.7842
18657,1.2477
18658,2.1461
18659,0.7783
18660,2.0809
18661,0.4397
18662,1.967
18663,0.4819
18664,0.5962
18665,2.0716
18666,0.4106
18667,0.6187
18668,2.1749
18669,0.51
18670,0.4696
18671,0.5436
18672,0.4302
18673,0.5404
18674,0.3753
18675,0.4724
18676,0.7802
18677,1.7673
18678,0.4046
18679,0.3555
18680,0.6412
18681,1.6847
18682,1.9643
18683,2.2871
18684,0.5393
18685,2.0802
18686,1.6306
18687,1.9225
18688,0.3267
18689,0.6852
18690,0.5761
18691,0.8863
18692,2.0117
18693,0.3564
18694,0.6135
18695,0.4416
18696,1.451
18697,0.4354
18698,0.3494
18699,0.5703
18700,2.2371
18701,0.5302
18702,1.5908
18703,0.5513
18704,0.7514
18705,1.9505
18706,0.416
18707,1.4191
18708,0.6748
18709,0.3775
18710,0.4865
18711,0.5664
18712,1.8826
18713,0.3608
18714,2.4147
18715,2.0379
18716,1.2355
18717,0.5915
18718,0.6788
18719,2.2649
18720,0.4012
18721,1.3369
18722,0.3494
18723,0.5211
18724,0.8032
18725,0.477
18726,0.5366
18727,1.8233
18728,1.7849
18729,1.5269
18730,2.2662
18731,0.4415
18732,0.5801
18733,1.8473
18734,0.6177
18735,0.4316
18736,0.6077
18737,0.6481
18738,0.6688
18739,0.4997
18740,0.4467
18741,0.3303
18742,1.9873
18743,0.695
18744,0.842
18745,2.1349
18746,0.7927
18747,0.9906
18748,2.2581
18749,1.2319
18750,2.1895
18751,0.6366
18752,2.013
18753,0.4628
18754,2.114
18755,2.1265
18756,0.4496
18757,1.7425
18758,0.4071
18759,1.8784
18760,2.016
18761,0.7095
18762,1.5079
18763,2.1785
18764,0.4508
18765,0.6096
18766,2.4109
18767,0.3573
18768,2.2905
18769,0.8255
18770,2.133
18771,2.3547
18772,0.6876
18773,0.5994
18774,2.0314
18775,1.8893
18776,2.2995
18777,0.457
18778,0.5417
18779,0.4907
18780,0.6978
18781,2.2675
18782,2.0186
18783,0.4177
18784,0.4882
18785,0.4047
18786,2.0724
18787,1.9823
18788,0.5843
18789,0.4267
18790,0.5414
18791,1.8814
18792,1.301
18793,0.5626
18794,0.7968
18795,0.6754
18796,0.7483
18797,0.451
18798,1.7527
18799,0.6038
18800,1.9387
18801,2.1682
18802,0.601
18803,2.1636
18804,0.4785
18805,0.4141
18806,2.0151
18807,0.5695
18808,0.8133
18809,0.3906
18810,1.9419
18811,2.1844
18812,0.4984
18813,0.3989
18814,2.3591
18815,2.1675
18816,0.4588
18817,0.6141
18818,2.2239
18819,2.0182
18820,0.3798
18821,0.4669
18822,0.7616
18823,0.4574
18824,0.6623
18825,0.5639
18826,0.6096
18827,2.0635
18828,0.5926
18829,0.5142
18830,0.5495
18831,2.1071
18832,0.5738
18833,0.3683
18834,1.8444
18835,0.3656
18836,2.2321
18837,0.449
18838,0.3885
18839,0.6241
18840,1.6923
18841,1.6889
18842,2.1499
18843,0.4131
18844,0.4804
18845,0.5135
18846,1.9379
18847,1.2503
18848,0.5539
18849,0.6978
18850,0.605
18851,0.7445
18852,2.0181
18853,1.606
18854,1.3648
18855,1.9795
18856,0.5919
18857,0.5203
18858,0.7426
18859,2.2063
18860,0.577
18861,2.0711
18862,1.9747
18863,0.7196
18864,1.5312
18865,1.4502
18866,0.3639
18867,0.4294
18868,0.3228
18869,1.9432
18870,0.5485
18871,1.8569
18872,0.3809
18873,0.5399
18874,1.7024
18875,0.7053
18876,2.2908
18877,2.1852
18878,0.6347
18879,0.6813
18880,0.4156
18881,0.4305
18882,0.5262
18883,0.4177
18884,0.4685
18885,0.4101
18886,0.6792
18887,0.6388
18888,2.0431
18889,1.6494
18890,2.1957
18891,0.7087
18892,2.2415
18893,2.324
18894,0.4044
18895,1.7986
18896,0.423
18897,0.6427
18898,1.9998
18899,0.6559
18900,0.5124
18901,0.4026
18902,1.8575
18903,2.1213
18904,0.7273
18905,0.8063
18906,2.1237
18907,0.4028
18908,0.4181
18909,0.5086
18910,1.2914
18911,0.7385
18912,0.7566
18913,1.2723
18914,0.7008
18915,0.3521
18916,0.4228
18917,2.4114
18918,2.2147
18919,0.4574
18920,0.6453
18921,0.6988
18922,0.5718
18923,0.5535
18924,2.1716
18925,0.5711
18926,2.3565
18927,0.6541
18928,2.1805
18929,0.4061
18930,0.4538
18931,1.5846
18932,2.0495
18933,1.4638
18934,2.1734
18935,0.68
18936,0.3973
18937,2.1182
18938,0.675
18939,0.5537
18940,0.5419
18941,0.4161
18942,0.4526
18943,1.8859
18944,0.4188
18945,1.7205
18946,0.4113
18947,0.3761
18948,0.6945
18949,0.7954
18950,0.3455
18951,0.822
18952,1.3664
18953,0.4287
18954,0.5221
18955,0.5137
18956,0.6009
18957,0.4804
18958,2.2287
18959,2.2195
18960,0.4123
18961,1.7859
18962,0.7208
18963,0.453
18964,0.5956
18965,1.3635
18966,0.6197
18967,0.6974
18968,1.9515
18969,0.6379
18970,0.5774
18971,2.2365
18972,1.6563
18973,2.1105
18974,0.3893
18975,0.5538
18976,1.7739
18977,1.8745
18978,0.6507
18979,0.6105
18980,0.4911
18981,0.9037
18982,0.3905
18983,0.5816
18984,0.4406
18985,0.3968
18986,1.4929
18987,0.4291
18988,0.4128
18989,0.4233
18990,0.6952
18991,0.8176
18992,1.8732
18993,0.7223
18994,1.261
18995,2.2318
18996,1.9164
18997,1.5622
18998,0.4111
18999,0.4144
19000,0.4072
19001,0.3958
19002,0.4146
19003,0.6368
19004,0.6229
19005,2.2725
19006,1.688
19007,0.6526
19008,2.1271
19009,0.8374
19010,0.4336
19011,0.4054
19012,0.3948
19013,0.6456
19014,2.18
19015,1.3193
19016,0.358
19017,1.5624
19018,0.4053
19019,0.4391
19020,0.3931
19021,0.3563
19022,0.4027
19023,1.4978
19024,0.771
19025,1.7898
19026,0.7379
19027,0.369
19028,1.917
19029,0.4755
19030,0.7662
19031,0.7231
19032,0.6469
19033,0.6389
19034,0.7562
19035,0.5158
19036,1.9347
19037,0.6665
19038,0.4841
19039,0.3891
19040,2.1657
19041,2.2178
19042,0.4666
19043,2.2002
19044,0.8299
19045,0.6545
19046,0.5533
19047,0.4033
19048,1.4379
19049,1.7231
19050,0.5656
19051,2.2507
19052,2.0329
19053,0.5945
19054,2.0221
19055,0.6297
19056,1.8461
19057,0.6597
19058,0.4389
19059,0.4092
19060,1.6148
19061,0.6746
19062,0.4287
19063,0.412
19064,0.3636
19065,0.4783
19066,0.4657
19067,0.6488
19068,0.3985
19069,0.6191
19070,0.3534
19071,0.4418
19072,2.3278
19073,0.41
19074,0.4521
19075,0.5737
19076,1.9859
19077,0.4348
19078,2.0262
19079,0.7084
19080,1.9573
19081,0.8563
19082,0.5706
19083,2.207
19084,0.3782
19085,0.3781
19086,0.4026
19087,1.8539
19088,0.6192
19089,0.6734
19090,2.4278
19091,0.3884
19092,0.4216
19093,2.0679
19094,1.3149
19095,0.4124
19096,0.7212
19097,0.5529
19098,0.3714
19099,0.3925
19100,0.4424
19101,0.3736
19102,1.5403
19103,2.2376
19104,0.5251
19105,1.1888
19106,1.695
19107,1.825
19108,0.3827
19109,0.5004
19110,0.7381
19111,0.4585
19112,2.2472
19113,2.1723
19114,1.7282
19115,0.6644
19116,0.5492
19117,0.4157
19118,2.0651
19119,0.3939
19120,1.8915
19121,0.3324
19122,0.3679
19123,0.4186
19124,1.6511
19125,0.4679
19126,0.7396
19127,0.7065
19128,0.3587
19129,2.1398
19130,0.4025
19131,0.6106
19132,0.4205
19133,0.3815
19134,0.8284
19135,0.3601
19136,0.4408
19137,1.9603
19138,0.6915
19139,0.5816
19140,0.6184
19141,2.3806
19142,0.4734
19143,0.3901
19144,0.6767
19145,0.5492
19146,1.9297
19147,2.0963
19148,1.9315
19149,1.6749
19150,0.658
19151,2.385
19152,0.6815
19153,0.3692
19154,0.3615
19155,0.6723
19156,0.3916
19157,1.7823
19158,0.6187
19159,0.4714
19160,0.4252
19161,0.7281
19162,0.7071
19163,0.6381
19164,0.3837
19165,2.1213
19166,0.7666
19167,0.469
19168,1.5807
19169,0.5551
19170,0.8688
19171,1.3634
19172,0.3733
19173,2.1839
19174,0.4322
19175,1.3505
19176,2.3592
19177,1.2992
19178,1.919
19179,0.6341
19180,0.6761
19181,0.6687
19182,0.4332
19183,0.6265
19184,2.1128
19185,0.6599
19186,0.5714
19187,0.6309
19188,0.6088
19189,0.4117
19190,0.6827
19191,0.7264
19192,2.2895
19193,1.9236
19194,0.4915
19195,0.5391
19196,1.5551
19197,1.9922
19198,0.3962
19199,0.3999
19200,2.2837
19201,0.585
19202,0.7155
19203,0.8688
19204,0.6092
19205,0.603
19206,0.5729
19207,0.5856
19208,0.4148
19209,0.4006
19210,2.0452
19211,0.7179
19212,0.3826
19213,0.4153
19214,0.7255
19215,2.0844
19216,0.3587
19217,2.0338
19218,0.6816
19219,0.826
19220,0.8873
19221,2.1266
19222,1.8441
19223,0.4884
19224,2.1878
19225,2.2036
19226,1.9216
19227,0.3555
19228,0.5755
19229,0.3598
19230,0.5934
19231,0.6275
19232,0.3615
19233,0.7538
19234,0.6777
19235,0.6736
19236,1.7875
19237,1.7453
19238,0.3678
19239,0.4304
19240,0.4578
19241,2.1887
19242,0.4509
19243,0.7093
19244,0.5239
19245,1.9512
19246,0.3797
19247,1.4814
19248,0.3954
19249,0.3658
19250,0.4889
19251,2.0668
19252,0.7747
19253,0.6841
19254,2.3476
19255,2.0457
19256,0.4015
19257,0.3563
19258,0.4376
19259,0.6109
19260,0.3917
19261,0.4909
19262,0.7074
19263,0.3844
19264,2.3395
19265,0.3534
19266,0.628
19267,0.4603
19268,0.4233
19269,1.8687
19270,0.4755
19271,0.6706
19272,0.8225
19273,1.552
19274,2.3575
19275,0.6943
19276,0.4206
19277,0.4163
19278,0.5235
19279,0.7018
19280,0.6294
19281,2.1683
19282,0.5132
19283,0.7173
19284,2.1793
19285,2.0947
19286,0.6094
19287,0.6284
19288,0.6829
19289,1.8924
19290,1.7048
19291,0.7003
19292,0.468
19293,0.6718
19294,0.4084
19295,0.6309
19296,0.4123
19297,2.143
19298,2.0047
19299,0.6125
19300,0.5749
19301,2.3355
19302,1.5283
19303,0.662
19304,2.0763
19305,0.5749
19306,0.3918
19307,0.6528
19308,0.3861
19309,0.4581
19310,0.4297
19311,0.584
19312,0.3916
19313,0.7646
19314,0.3744
19315,2.0732
19316,0.395
19317,2.0729
19318,2.362
19319,0.3708
19320,0.5261
19321,1.2061
19322,0.3833
19323,0.6869
19324,0.4208
19325,0.6202
19326,0.4468
19327,0.3853
19328,0.4313
19329,2.0431
19330,0.7068
19331,1.4078
19332,0.7209
19333,2.1606
19334,1.8075
19335,0.6799
19336,0.4608
19337,0.3765
19338,0.8715
19339,1.325
19340,0.5751
19341,0.6812
19342,2.1376
19343,1.4315
19344,0.7906
19345,0.6661
19346,0.7532
19347,0.439
19348,0.898
19349,0.6194
19350,0.3884
19351,1.5034
19352,0.7107
19353,0.4923
19354,0.3587
19355,0.5859
19356,2.2288
19357,0.5174
19358,0.3995
19359,0.6986
19360,1.9146
19361,0.4105
19362,0.4101
19363,0.3979
19364,0.6652
19365,1.4896
19366,2.2688
19367,2.1142
19368,0.3865
19369,0.5749
19370,2.1577
19371,2.201
19372,1.6484
19373,2.29
19374,1.5547
19375,2.2498
19376,0.4792
19377,1.3405
19378,1.6681
19379,0.7073
19380,0.8075
19381,2.0867
19382,0.3858
19383,0.3832
19384,0.8137
19385,0.6136
19386,2.093
19387,0.605
19388,2.2203
19389,0.3933
19390,0.442
19391,0.3448
19392,0.6741
19393,0.5633
19394,0.5826
19395,0.8383
19396,0.6051
19397,0.3735
19398,0.3917
19399,2.3525
19400,1.8333
19401,2.1538
19402,0.7819
19403,2.2313
19404,0.6454
19405,0.8212
19406,0.4024
19407,0.4712
19408,0.3526
19409,2.0653
19410,1.6349
19411,0.4944
19412,0.577
19413,0.4424
19414,0.4746
19415,0.3593
19416,0.3521
19417,0.4709
19418,0.5237
19419,2.0698
19420,1.8437
19421,0.6921
19422,1.8695
19423,0.5352
19424,0.4382
19425,1.8274
19426,1.3294
19427,0.5443
19428,0.428
19429,0.6706
19430,0.3949
19431,0.4316
19432,0.7152
19433,0.6785
19434,0.4152
19435,0.379
19436,2.1579
19437,0.5286
19438,0.8126
19439,1.2597
19440,0.3296
19441,1.8783
19442,0.4087
19443,0.7478
19444,0.6657
19445,0.7472
19446,0.4563
19447,0.6272
19448,0.4537
19449,1.963
19450,0.6679
19451,0.6533
19452,0.6596
19453,1.8464
19454,0.386
19455,1.5775
19456,0.3479
19457,0.3905
19458,0.5867
19459,0.6705
19460,1.3307
19461,0.4772
19462,0.838
19463,0.6223
19464,0.4192
19465,0.387
19466,0.6078
19467,1.5491
19468,0.6134
19469,0.4387
19470,1.6474
19471,0.5432
19472,2.3132
19473,2.1482
19474,2.0926
19475,2.0341
19476,0.4171
19477,0.8143
19478,0.5977
19479,0.6519
19480,1.7254
19481,0.7987
19482,0.4268
19483,0.4208
19484,0.5679
19485,0.6165
19486,2.0994
19487,1.8815
19488,0.5725
19489,2.036
19490,0.5944
19491,0.5979
19492,0.6001
19493,0.4156
19494,0.4541
19495,0.8178
19496,0.4517
19497,1.8433
19498,1.5879
19499,1.8963
19500,0.4287
19501,0.4086
19502,0.5988
19503,0.5264
19504,0.5578
19505,0.3759
19506,0.5893
19507,0.4167
19508,0.7663
19509,1.8327
19510,2.1417
19511,0.6487
19512,0.3327
19513,0.3951
19514,0.6127
19515,0.6746
19516,0.6463
19517,0.6502
19518,0.7809
19519,0.3599
19520,0.7719
19521,0.4588
19522,0.4167
19523,0.4329
19524,2.0565
19525,0.4262
19526,2.0863
19527,0.3682
19528,1.3891
19529,0.4794
19530,0.5311
19531,1.4772
19532,0.7139
19533,0.4552
19534,2.2303
19535,1.5171
19536,0.6092
19537,2.1418
19538,1.7533
19539,1.5102
19540,0.4184
19541,0.364
19542,0.571
19543,2.0333
19544,0.6022
19545,0.5802
19546,2.1921
19547,2.1998
19548,0.4811
19549,0.4868
19550,2.1098
19551,1.5649
19552,0.7056
19553,0.7143
19554,0.7052
19555,0.4343
19556,0.4289
19557,0.4439
19558,2.1932
19559,0.4434
19560,0.5148
19561,0.371
19562,1.6826
19563,2.3488
19564,0.387
19565,0.5548
19566,0.4899
19567,2.1204
19568,0.4454
19569,0.5881
19570,2.1349
19571,0.4069
19572,0.6402
19573,0.5789
19574,0.4464
19575,0.4627
19576,0.4291
19577,0.3568
19578,0.4058
19579,0.45
19580,0.6072
19581,1.9693
19582,0.3981
19583,0.334
19584,0.3414
19585,0.6398
19586,0.5749
19587,0.4015
