Name,Address,gmap_id,description,Latitude,Longitude,category,Aggregate Rating,num_of_reviews,price,hours,MISC,City,state,Cuisines,Average Cost
Los Agaves Restaurant,"Los Agaves Restaurant, 600 N Milpas St, Santa Barbara, CA 93103",0x80e91382ef21eaeb:0xd63819e16cb4da61,"Mexican restaurant & bar for enchiladas, chile relleno & more in a casual, hacienda-style space.",34.4274939,-119.6866179,"['Mexican restaurant', 'Latin American restaurant', 'Restaurant']",4.6,1838,$$,"[['Saturday', '11AM–9PM'], ['Sunday', '11AM–9PM'], ['Monday', '11AM–9PM'], ['Tuesday', '11AM–9PM'], ['Wednesday', '11AM–9PM'], ['Thursday', '11AM–9PM'], ['Friday', '11AM–9PM']]","{'Service options': ['Curbside pickup', 'Delivery', 'Takeout', 'Dine-in'], 'Health & safety': ['Mask required', 'Staff wear masks', 'Staff required to disinfect surfaces between visits'], 'Highlights': ['Great cocktails'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible restroom'], 'Offerings': ['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Comfort food', 'Hard liquor', 'Healthy options', ""Kids' menu"", 'Quick bite', 'Small plates', 'Vegetarian options'], 'Dining options': ['Lunch', 'Dinner', 'Catering', 'Dessert', 'Seating'], 'Amenities': ['Good for kids', 'High chairs', 'Restroom'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['College students', 'Groups', 'Tourists'], 'Planning': ['Usually a wait', 'LGBTQ friendly']}",Santa Barbara,California,Latin American Cuisine,17
Ninja Japanese Restaurant,"Ninja Japanese Restaurant, 1241 Point Mallard Pkwy #115, Decatur, AL 35601",0x886286b32bc30f73:0xe889ca1b4eff1690,,34.5599322,-86.96984139999999,"['Japanese restaurant', 'Restaurant']",4.3,678,$$,"[['Sunday', '11AM–9:30PM'], ['Monday', '11AM–3PM'], ['Tuesday', '11AM–3PM'], ['Wednesday', '11AM–3PM'], ['Thursday', '11AM–3PM'], ['Friday', '11AM–3PM'], ['Saturday', '12–10:30PM']]","{'Service options': ['Takeout', 'Dine-in', 'Delivery'], 'Health & safety': ['Mask required', 'Staff required to disinfect surfaces between visits'], 'Highlights': ['Great tea selection'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible restroom', 'Wheelchair accessible seating'], 'Offerings': ['Alcohol', 'Coffee', 'Comfort food', 'Healthy options', ""Kids' menu"", 'Late-night food', 'Small plates', 'Vegetarian options'], 'Dining options': ['Dessert'], 'Amenities': ['Good for kids', 'High chairs'], 'Atmosphere': ['Casual'], 'Crowd': ['College students', 'Groups', 'Tourists'], 'Planning': ['Accepts reservations'], 'Payments': ['Debit cards']}",Decatur,Alabama,Eastern Asian Cuisine,30
Los Tacos Mexican Restaurant,"Los Tacos Mexican Restaurant, 5104 N 5th St, Philadelphia, PA 19120, United States",0x89c6b7989134f04b:0x1110b5fdc79550e5,,40.0289988,-75.1323732,['Mexican restaurant'],3.9,318,₩,"[['Saturday', '10AM–8PM'], ['Sunday', '10AM–8PM'], ['Monday', '10AM–8PM'], ['Tuesday', '10AM–8PM'], ['Wednesday', '10AM–8PM'], ['Thursday', '10AM–8PM'], ['Friday', '10AM–8PM']]","{'Service options': ['Delivery', 'Takeaway', 'Dine-in'], 'Health and safety': ['Mask required'], 'Highlights': ['Great coffee'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair-accessible entrance'], 'Offerings': ['Coffee', 'Comfort food', 'Healthy options', ""Kids' menu"", 'Quick bite', 'Small plates'], 'Dining options': ['Dessert'], 'Amenities': ['Good for kids'], 'Atmosphere': ['Casual', 'Cosy'], 'Crowd': ['Groups', 'Tourists']}",Philadelphia,Pennsylvania,Latin American Cuisine,22
BJ's Restaurant & Brewhouse,"BJ's Restaurant & Brewhouse, 1807 Palm Beach Lakes Blvd, West Palm Beach, FL 33401",0x88d8d6056132924d:0x84b599e19ef570f0,Family-friendly chain outpost pairs familiar pub fare with an extensive list of house brews.,26.7226931,-80.0869396,"['Restaurant', 'Bar', 'Brewery', 'Sports bar']",4.2,1897,$$,"[['Tuesday', '11AM–10PM'], ['Wednesday', '11AM–10PM'], ['Thursday', '11AM–10PM'], ['Friday', '11AM–11PM'], ['Saturday', '11AM–11PM'], ['Sunday', '11AM–10PM'], ['Monday', '11AM–10PM']]","{'Service options': ['Curbside pickup', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in'], 'Health & safety': ['Mask required', 'Staff required to disinfect surfaces between visits'], 'Highlights': ['Fast service', 'Great beer selection', 'Great cocktails', 'Great dessert', 'Great tea selection', 'Great wine list', 'Sports'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible restroom', 'Wheelchair accessible seating'], 'Offerings': ['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Comfort food', 'Happy hour drinks', 'Happy hour food', 'Hard liquor', 'Healthy options', ""Kids' menu"", 'Late-night food', 'Quick bite', 'Small plates', 'Wine'], 'Dining options': ['Catering', 'Dessert'], 'Amenities': ['Bar onsite', 'Good for kids', 'High chairs'], 'Atmosphere': ['Casual'], 'Crowd': ['College students', 'Groups', 'Tourists'], 'Planning': ['Accepts reservations']}",West Palm Beach,Florida,American Cuisine,17
El Potro Mexican Restaurant,"El Potro Mexican Restaurant, 4666 S Kirkman Rd, Orlando, FL 32811",0x88e77ecda6b5126f:0xe483e5b80d1b1d28,"Casual Mexican chain serving up a menu of classic dishes, plus lunch & dinner buffets.",28.4941962,-81.4612361,"['Mexican restaurant', 'Bar', 'Latin American restaurant', 'Restaurant']",4.3,1211,$,"[['Sunday', '10AM–10PM'], ['Monday', '11AM–11PM'], ['Tuesday', '11AM–11PM'], ['Wednesday', '11AM–11PM'], ['Thursday', '11AM–11PM'], ['Friday', '11AM–11PM'], ['Saturday', '11AM–11PM']]","{'Service options': ['Outdoor seating', 'Curbside pickup', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in'], 'Health & safety': ['Mask required', 'Staff required to disinfect surfaces between visits'], 'Highlights': ['Fast service'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible restroom', 'Wheelchair accessible seating'], 'Offerings': ['Alcohol', 'All you can eat', 'Coffee', 'Comfort food', 'Happy hour food', 'Healthy options', ""Kids' menu"", 'Late-night food', 'Quick bite', 'Small plates', 'Vegetarian options'], 'Dining options': ['Catering', 'Dessert'], 'Amenities': ['Good for kids', 'High chairs'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['Groups', 'Tourists']}",Orlando,Florida,Latin American Cuisine,13
Sal's Mexican Restaurant,"Sal's Mexican Restaurant, 7476 N Fresno St, Fresno, CA 93720",0x809442af54f0387b:0xe20e817f1b38b608,"Familiar & creative Mexican cuisine served with margaritas in a homey, family-owned spot.",36.845799,-119.7829944,"['Restaurant', 'Latin American restaurant', 'Mexican restaurant']",4.3,1258,$$,"[['Thursday', '11AM–8PM'], ['Friday', '11AM–8:30PM'], ['Saturday', '11AM–8:30PM'], ['Sunday', '11AM–8PM'], ['Monday', '11AM–8PM'], ['Tuesday', '11AM–8PM'], ['Wednesday', '11AM–8PM']]","{'Service options': ['Outdoor seating', 'Curbside pickup', 'Delivery', 'Takeout', 'Dine-in'], 'Health & safety': ['Mask required', 'Staff wear masks', 'Staff get temperature checks', 'Staff required to disinfect surfaces between visits'], 'Highlights': ['Great beer selection', 'Great cocktails'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible elevator', 'Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible restroom', 'Wheelchair accessible seating'], 'Offerings': ['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Comfort food', 'Happy hour food', 'Hard liquor', ""Kids' menu"", 'Quick bite', 'Small plates', 'Vegetarian options', 'Wine'], 'Dining options': ['Lunch', 'Dinner', 'Catering', 'Dessert'], 'Amenities': ['Bar onsite', 'Good for kids', 'High chairs'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['Groups', 'Tourists'], 'Planning': ['Accepts reservations'], 'Payments': ['Debit cards', 'Credit cards']}",Fresno,California,Latin American Cuisine,37
Khmer Sweet Basil Restaurant,"Khmer Sweet Basil Restaurant, 1801 S 6th St, Philadelphia, PA 19148",0x89c6c60291f9c4ad:0x58908d1dceed7585,,39.926223,-75.1556587,['Cambodian restaurant'],4.4,27,,"[['Sunday', '3–9PM'], ['Monday', '4–9PM'], ['Tuesday', 'Closed'], ['Wednesday', 'Closed'], ['Thursday', '4–9PM'], ['Friday', '3–9PM'], ['Saturday', '3–9PM']]","{'Service options': ['Takeout', 'Delivery'], 'Amenities': ['Good for kids']}",Philadelphia,Pennsylvania,African & Middle Eastern Cuisine,49
The Juicy Seafood Restaurant & Bar- Castleton,"The Juicy Seafood Restaurant & Bar- Castleton, 5899 E 86th St, Indianapolis, IN 46250",0x886b4d4723aa4ef3:0x6a31f2db785ac331,,39.9119416,-86.06846589999999,"['Seafood restaurant', 'Cajun restaurant', 'Crab house', 'Fine dining restaurant', 'Takeout Restaurant', 'Oyster bar restaurant', 'Sports bar']",4.5,678,,"[['Friday', '11:30AM–11PM'], ['Saturday', '12–11PM'], ['Sunday', '12–10PM'], ['Monday', '11:30AM–10PM'], ['Tuesday', '11:30AM–10PM'], ['Wednesday', '11:30AM–10PM'], ['Thursday', '11:30AM–10PM']]","{'Service options': ['Outdoor seating', 'Curbside pickup', 'No-contact delivery', 'Takeout', 'Dine-in'], 'Health & safety': ['Mask required', 'Temperature check required', 'Staff wear masks', 'Staff get temperature checks', 'Staff required to disinfect surfaces between visits'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible restroom'], 'Offerings': ['Alcohol', 'Beer', 'Cocktails', 'Comfort food', 'Happy hour drinks', 'Happy hour food', ""Kids' menu"", 'Late-night food', 'Small plates', 'Wine'], 'Dining options': ['Lunch', 'Dinner', 'Catering', 'Dessert', 'Seating'], 'Amenities': ['Good for kids', 'High chairs', 'Restroom', 'Wi-Fi'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['Family-friendly', 'Groups', 'Tourists'], 'Planning': ['Accepts reservations', 'LGBTQ friendly'], 'Payments': ['Debit cards', 'NFC mobile payments']}",Indianapolis,Indiana,Seafood & Organic Cuisine,45
Bertucci's Italian Restaurant,"Bertucci's Italian Restaurant, 3610 Concord Pike, Wilmington, DE 19803",0x89c6fca1afcb2629:0xf5d05365b8ae138a,"Kid-friendly chain serving classic Italian fare & pizzas, plus cocktails, wine & beer.",39.8037072,-75.54944069999999,['Italian restaurant'],4.0,517,$$,"[['Sunday', '11AM–9:30PM'], ['Monday', '11AM–9:30PM'], ['Tuesday', '11AM–9:30PM'], ['Wednesday', '11AM–9:30PM'], ['Thursday', '11AM–10PM'], ['Friday', '11AM–10PM'], ['Saturday', '11AM–10PM']]","{'Service options': ['Curbside pickup', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in'], 'Health & safety': ['Mask required', 'Staff required to disinfect surfaces between visits'], 'Highlights': ['Great dessert'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible restroom', 'Wheelchair accessible seating'], 'Offerings': ['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Comfort food', 'Hard liquor', ""Kids' menu"", 'Quick bite', 'Small plates', 'Vegetarian options', 'Wine'], 'Dining options': ['Lunch', 'Dinner', 'Catering', 'Dessert', 'Seating'], 'Amenities': ['Bar onsite', 'Good for kids', 'High chairs', 'Restroom'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['Family-friendly', 'Groups', 'Tourists'], 'Planning': ['Accepts reservations', 'Transgender safespace', 'LGBTQ friendly'], 'Payments': ['Debit cards', 'Credit cards']}",Wilmington,Delaware,European Cuisine,41
Yarborough's Restaurant,"Yarborough's Restaurant, 321 Marco Blvd, Lexington, NC 27295",0x885397369c9acb91:0xdd2f0d244636404e,Long-standing American choice serving unfussy dishes in a modest setup with an old-fashioned feel.,35.7899628,-80.3026581,"['American restaurant', 'Seafood restaurant', 'Steak house']",4.1,314,$$,"[['Tuesday', '11AM–8:30PM'], ['Wednesday', '11AM–8:30PM'], ['Thursday', '11AM–9PM'], ['Friday', '11AM–9:30PM'], ['Saturday', '4–9:30PM'], ['Sunday', 'Closed'], ['Monday', 'Closed']]","{'Service options': ['Curbside pickup', 'Delivery', 'Takeout', 'Dine-in'], 'Health & safety': ['Mask required', 'Staff required to disinfect surfaces between visits'], 'Highlights': ['Great coffee', 'Great dessert', 'Great tea selection'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Coffee', 'Comfort food', 'Healthy options', ""Kids' menu"", 'Small plates'], 'Dining options': ['Catering', 'Dessert'], 'Amenities': ['Good for kids', 'High chairs'], 'Atmosphere': ['Casual', 'Cozy', 'Historic'], 'Crowd': ['Groups', 'Tourists'], 'Planning': ['Accepts reservations']}",Lexington,North Carolina,Seafood & Organic Cuisine,22
Yung Ting Chinese Restaurant,"Yung Ting Chinese Restaurant, 7445 Westbranch Hwy, Lewisburg, PA 17837",0x89cf124535aaba69:0x9aa013fb04b43d5a,,40.9818661,-76.8860985,"['Delivery Chinese restaurant', 'Chinese restaurant']",4.4,168,$,"[['Wednesday', '11AM–8:30PM'], ['Thursday', '11AM–8:30PM'], ['Friday', '11AM–9:30PM'], ['Saturday', '11AM–9:30PM'], ['Sunday', '11AM–8:30PM'], ['Monday', '11AM–8:30PM'], ['Tuesday', 'Closed']]","{'Service options': ['Takeout'], 'Accessibility': ['Wheelchair accessible entrance']}",Lewisburg,Pennsylvania,Chinese Cuisine,30
Old Shanghai Restaurant,"Old Shanghai Restaurant, 5145 Geary Blvd, San Francisco, CA 94118",0x80858716cbb956eb:0xff8be22a3cba6014,"Classic Chinese restaurant & bar with a simple, cafe vibe, Asian artwork & a happy hour.",37.7802947,-122.4748302,['Chinese restaurant'],4.1,96,$$,"[['Wednesday', '11AM–2:30PM'], ['Thursday', '11AM–2:30PM'], ['Friday', '11AM–2:30PM'], ['Saturday', '11AM–2:30PM'], ['Sunday', '11AM–2:30PM'], ['Monday', '11AM–2:30PM'], ['Tuesday', 'Closed']]","{'Service options': ['Delivery', 'Takeout'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Comfort food', 'Small plates'], 'Dining options': ['Dessert'], 'Amenities': ['Good for kids', 'High chairs'], 'Atmosphere': ['Casual'], 'Crowd': ['Groups']}",San Francisco,California,Chinese Cuisine,38
Tay Ho Oakland Restaurant & Bar,"Tay Ho Oakland Restaurant & Bar, 344 12th St, Oakland, CA 94607",0x808f80b4487c7adb:0x4f8db75ed71f9817,Bustling eatery serving innovative Vietnamese cuisine & boasting locally sourced ingredients & wine.,37.8021212,-122.2693004,['Vietnamese restaurant'],4.4,278,$$,"[['Saturday', '12:01–8PM'], ['Sunday', 'Closed'], ['Monday', 'Closed'], ['Tuesday', '12:01–8PM'], ['Wednesday', '12:01–8PM'], ['Thursday', '12:01–8PM'], ['Friday', '12:01–8PM']]","{'From the business': ['Identifies as women-led'], 'Service options': ['Outdoor seating', 'Curbside pickup', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in'], 'Health & safety': ['Mask required', 'Temperature check required', 'Staff wear masks', 'Staff get temperature checks', 'Staff required to disinfect surfaces between visits'], 'Highlights': ['Great coffee'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible restroom', 'Wheelchair accessible seating'], 'Offerings': ['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Comfort food', 'Hard liquor', 'Healthy options', 'Organic dishes', 'Quick bite', 'Small plates', 'Vegetarian options', 'Wine'], 'Dining options': ['Lunch', 'Dinner', 'Catering', 'Dessert'], 'Amenities': ['Bar onsite', 'Good for kids', 'High chairs', 'Restroom', 'Wi-Fi'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['Family-friendly', 'Groups'], 'Planning': ['Accepts reservations', 'Transgender safespace', 'LGBTQ friendly'], 'Payments': ['Debit cards', 'NFC mobile payments', 'Credit cards']}",Oakland,California,African & Middle Eastern Cuisine,28
Mia's Italian Restaurant,"Mia's Italian Restaurant, 2695 S Oates St, Dothan, AL 36301",0x889292d6c92aa1fd:0x3454c7f3cecf1fb6,,31.188287,-85.40105299999999,"['Italian restaurant', 'Pizza restaurant']",4.1,483,$,"[['Monday', '10:30AM–8PM'], ['Tuesday', '10:30AM–8PM'], ['Wednesday', '10:30AM–8PM'], ['Thursday', '10:30AM–8PM'], ['Friday', '10:30AM–8PM'], ['Saturday', '10:30AM–8PM'], ['Sunday', '10:30AM–8PM']]","{'Service options': ['Delivery', 'Takeout', 'Dine-in'], 'Health & safety': ['Mask required', 'Staff required to disinfect surfaces between visits'], 'Highlights': ['Fast service', 'Great tea selection'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible restroom', 'Wheelchair accessible seating'], 'Offerings': ['Coffee', 'Comfort food', 'Healthy options', ""Kids' menu"", 'Quick bite', 'Small plates'], 'Dining options': ['Catering', 'Dessert'], 'Amenities': ['Good for kids', 'High chairs'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['Groups', 'Tourists'], 'Planning': ['Accepts reservations']}",Dothan,Alabama,European Cuisine,37
Azars Restaurant,"Azars Restaurant, 2501 N Monroe St, Spokane, WA 99205",0x549e190288812cf5:0x65ace3573669aa59,"Homey, family-run restaurant featuring a menu of Greek & Mediterranean dishes, plus a lunch buffet.",47.6806256,-117.4270154,"['Mediterranean restaurant', 'Bar', 'Buffet restaurant', 'European restaurant', 'Greek restaurant', 'Middle Eastern restaurant', 'Vegan restaurant', 'Vegetarian restaurant']",4.5,537,$$,"[['Sunday', 'Closed'], ['Monday', '4–8PM'], ['Tuesday', '4–8PM'], ['Wednesday', '4–8PM'], ['Thursday', '4–8PM'], ['Friday', '4–8PM'], ['Saturday', '4–8PM']]","{'Service options': ['Curbside pickup', 'Delivery', 'Takeout', 'Dine-in'], 'Health & safety': ['Mask required', 'Staff wear masks', 'Staff required to disinfect surfaces between visits'], 'Highlights': ['Fast service', 'Great coffee', 'Great tea selection'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible seating'], 'Offerings': ['All you can eat', 'Coffee', 'Comfort food', 'Healthy options', ""Kids' menu"", 'Quick bite', 'Small plates', 'Vegetarian options'], 'Dining options': ['Catering', 'Dessert'], 'Amenities': ['Good for kids', 'High chairs'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['College students', 'Groups', 'Tourists']}",Spokane,Washington,Seafood & Organic Cuisine,27
BJ's Restaurant & Brewhouse,"BJ's Restaurant & Brewhouse, 5699 Mowry Ave, Newark, CA 94560",0x808fbf44f12f00e1:0xae17e9258b4d6036,Family-friendly chain outpost pairs familiar pub fare with an extensive list of house brews.,37.5280768,-122.0057685,"['Restaurant', 'Bar', 'Brewery', 'Sports bar']",4.0,1878,$$,"[['Friday', '11AM–11PM'], ['Saturday', '11AM–11PM'], ['Sunday', '11AM–10PM'], ['Monday', '11AM–10PM'], ['Tuesday', '11AM–10PM'], ['Wednesday', '11AM–10PM'], ['Thursday', '11AM–10PM']]","{'Service options': ['Curbside pickup', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in'], 'Health & safety': ['Mask required', 'Staff required to disinfect surfaces between visits'], 'Highlights': ['Fast service', 'Great beer selection', 'Great cocktails', 'Great dessert', 'Great wine list'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible restroom', 'Wheelchair accessible seating'], 'Offerings': ['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Comfort food', 'Happy hour drinks', 'Happy hour food', 'Hard liquor', 'Healthy options', ""Kids' menu"", 'Late-night food', 'Quick bite', 'Small plates', 'Vegetarian options', 'Wine'], 'Dining options': ['Catering', 'Dessert'], 'Amenities': ['Bar onsite', 'Good for kids', 'High chairs'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['College students', 'Groups', 'Tourists'], 'Planning': ['Dinner reservations recommended', 'Accepts reservations', 'Usually a wait'], 'Payments': ['NFC mobile payments']}",Newark,California,American Cuisine,25
El Triunfo Restaurant,"El Triunfo Restaurant, 4450 E Charleston Blvd # 3, Las Vegas, NV 89104",0x80c8db5bdbf09763:0x3855d8d95dac41fc,,36.1600265,-115.0781479,['Latin American restaurant'],4.1,168,,"[['Monday', '9AM–9PM'], ['Tuesday', '9AM–9PM'], ['Wednesday', '9AM–9PM'], ['Thursday', '9AM–9PM'], ['Friday', '9AM–9PM'], ['Saturday', '9AM–9PM'], ['Sunday', '9AM–9PM']]","{'Service options': ['Takeout', 'Dine-in'], 'Health & safety': ['Mask required'], 'Popular for': ['Breakfast', 'Lunch', 'Dinner', 'Solo dining'], 'Offerings': ['Coffee', 'Comfort food', ""Kids' menu"", 'Quick bite', 'Small plates'], 'Dining options': ['Dessert'], 'Amenities': ['Good for kids'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['Groups']}",Las Vegas,Nevada,Latin American Cuisine,28
El Salvadoreño Restaurant,"El Salvadoreño Restaurant, 101 Kirkwood Square, Wilmington, DE 19808",0x89c701b4fd096f6b:0x56dd7fe001d60d33,,39.7120238,-75.6747527,['Salvadoran restaurant'],4.2,158,,"[['Wednesday', '11AM–8PM'], ['Thursday', '11AM–8PM'], ['Friday', '11AM–8PM'], ['Saturday', '11AM–8:30PM'], ['Sunday', '11AM–8PM'], ['Monday', '11AM–8PM'], ['Tuesday', '11AM–8PM']]","{'Service options': ['Curbside pickup', 'Delivery', 'Takeout', 'Dine-in'], 'Highlights': ['Great coffee'], 'Popular for': ['Breakfast', 'Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Alcohol', 'Beer', 'Coffee', 'Comfort food', 'Healthy options', ""Kids' menu"", 'Quick bite', 'Small plates'], 'Dining options': ['Breakfast', 'Lunch', 'Dinner', 'Dessert', 'Seating'], 'Amenities': ['Good for kids', 'High chairs', 'Restroom'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['Groups'], 'Planning': ['Accepts reservations'], 'Payments': ['Debit cards']}",Wilmington,Delaware,Latin American Cuisine,30
FireWater Restaurant & Lounge,"FireWater Restaurant & Lounge, 8708 JW Clay Blvd, Charlotte, NC 28262",0x88541c3b3e9217ff:0x4d84c08fb0e9194c,"Steaks, seafood & other American dishes are offered in an upscale-casual setup with lakeside views.",35.31076,-80.750654,"['American restaurant', 'Fine dining restaurant', 'Lounge', 'Seafood restaurant', 'Steak house']",3.9,688,$$,"[['Tuesday', '4–10PM'], ['Wednesday', '4PM–12AM'], ['Thursday', '4PM–12AM'], ['Friday', '11AM–2AM'], ['Saturday', '11AM–2AM'], ['Sunday', '11AM–11PM'], ['Monday', '4PM–12AM']]","{'Service options': ['Outdoor seating'], 'Offerings': ['All you can eat', 'Comfort food', 'Happy hour food', 'Late-night food'], 'Dining options': ['Dessert'], 'Amenities': ['Bar onsite', 'High chairs'], 'Payments': ['Cash-only']}",Charlotte,North Carolina,Seafood & Organic Cuisine,36
A&W Restaurant,"A&W Restaurant, 7272 International Blvd, Oakland, CA 94621",0x808f85e52062d113:0x26ab3b36df6ca61,"Fast-food outlet serving up namesake root beer & floats, plus burgers, chicken & fries.",37.7596712,-122.1873096,"['Fast food restaurant', 'American restaurant', 'Hamburger restaurant']",3.5,118,$,"[['Sunday', '10:30AM–10PM'], ['Monday', '10:30AM–10PM'], ['Tuesday', '10:30AM–10PM'], ['Wednesday', '10:30AM–10PM'], ['Thursday', '10:30AM–10PM'], ['Friday', '10:30AM–10PM'], ['Saturday', '10:30AM–10PM']]","{'Service options': ['Delivery', 'Drive-through', 'Takeout', 'Dine-in'], 'Highlights': ['Fast service'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': [""Kids' menu"", 'Quick bite'], 'Dining options': ['Dessert'], 'Amenities': ['Good for kids', 'High chairs'], 'Atmosphere': ['Casual'], 'Crowd': ['Groups']}",Oakland,California,American Cuisine,17
India Palace Restaurant,"India Palace Restaurant, 4213 Lafayette Rd, Indianapolis, IN 46254",0x886b560edba8b431:0x5efe68a948f9e320,Northern Indian fare in casual digs dishes up plentiful daily lunch eats & tandoori fare.,39.8317162,-86.2404227,"['Indian restaurant', 'Asian restaurant', 'Bar', 'South Asian restaurant']",3.8,618,$$,"[['Saturday', '11AM–10PM'], ['Sunday', '11AM–9:30PM'], ['Monday', '11AM–10PM'], ['Tuesday', '11AM–10PM'], ['Wednesday', '11AM–10PM'], ['Thursday', '11AM–10PM'], ['Friday', '11AM–10PM']]","{'Service options': ['Delivery', 'Takeout', 'Dine-in'], 'Health & safety': ['Mask required'], 'Highlights': ['Great tea selection'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Offerings': ['Halal food', 'Healthy options', 'Quick bite', 'Small plates'], 'Amenities': ['Good for kids'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['Groups', 'Tourists']}",Indianapolis,Indiana,African & Middle Eastern Cuisine,38
Ocean Seafood Restaurant,"Ocean Seafood Restaurant, 750 N Hill St, Los Angeles, CA 90012",0x80c2c65a5dc841bf:0x4a67fafbf31ca483,Comfortable dining room known for its dim sum lunch featuring a wide variety of seafood dumplings.,34.0617502,-118.2394328,['Seafood restaurant'],4.2,1028,$$,"[['Saturday', '10AM–9PM'], ['Sunday', '9:30AM–9PM'], ['Monday', '10AM–2PM'], ['Tuesday', '10AM–2PM'], ['Wednesday', '10AM–2PM'], ['Thursday', '10AM–2PM'], ['Friday', '10AM–2PM']]","{'Service options': ['Delivery', 'Takeout'], 'Highlights': ['Great tea selection'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Comfort food', 'Quick bite', 'Small plates'], 'Dining options': ['Dessert'], 'Amenities': ['Good for kids', 'High chairs'], 'Atmosphere': ['Casual'], 'Crowd': ['Groups', 'Tourists'], 'Planning': ['Accepts reservations']}",Los Angeles,California,Seafood & Organic Cuisine,48
