epsilon,seed,method,balancedness_est,all_mse,related_mse,outlier_mse,selected_q
0.4,221,ARMUL,1.0000000000000004,0.057161653599046416,0.0362301258151818,0.08855894527484331,0.1
0.4,221,OURS,1.0000000000000004,0.04122650846059029,0.0009042289004666923,0.10170992780077569,16.0
0.4,231,DP,1.0000000000000004,0.06358555082948888,0.049098322760914415,0.0853163929323506,
0.4,231,ITL,1.0000000000000004,0.048763534400792244,0.03538706506564899,0.06882823840350714,
0.4,231,ARMUL,1.0000000000000004,0.058842921215429805,0.04439704303548877,0.08051173848534135,0.1
0.4,231,OURS,1.0000000000000004,0.04308546364725098,0.004271868067933936,0.10130585701622653,16.0
0.4,241,DP,1.0000000000000004,0.08636512088639062,0.04268411834215634,0.15188662470274206,
0.4,241,ITL,1.0000000000000004,0.06331766978244778,0.04288828718051462,0.09396174368534753,
0.4,241,ARMUL,1.0000000000000004,0.06714685598798488,0.04308210732876847,0.10324397897680948,0.1
0.4,241,OURS,1.0000000000000004,0.049408799171575944,0.001073066809696752,0.12191239771439472,16.0
0.4,251,DP,1.0000000000000004,0.06625860699519498,0.050130681934008874,0.09045049458697413,
0.4,251,ITL,1.0000000000000004,0.05602233823707926,0.048295205007181506,0.06761303808192591,
0.4,251,ARMUL,1.0000000000000004,0.06068527160834545,0.048945480063918995,0.07829495892498513,0.1
0.4,251,OURS,1.0000000000000004,0.038196331106153704,0.007146076525328524,0.0847717129773915,16.0
0.4,261,DP,1.0000000000000004,0.07466276210832438,0.03971030985574008,0.12709144048720084,
0.4,261,ITL,1.0000000000000004,0.062090801666939054,0.041509781501455206,0.09296233191516484,
0.4,261,ARMUL,1.0000000000000004,0.05936278291950706,0.036890306471551525,0.09307149759144039,0.1
0.4,261,OURS,1.0000000000000004,0.03988088189490509,0.000811028662191063,0.0984856617439761,16.0
0.4,271,DP,1.0000000000000004,0.08447899860606659,0.04734394181231323,0.1401815837966966,
0.4,271,ITL,1.0000000000000004,0.06650717893883842,0.04352485373781859,0.1009806667403682,
0.4,271,ARMUL,1.0000000000000004,0.07389115224238849,0.04697035940416489,0.11427234149972386,0.1
0.4,271,OURS,1.0000000000000004,0.04642826562613666,0.0028208340468514202,0.1118394129950645,16.0
0.4,281,DP,1.0000000000000004,0.07765567937493358,0.046277124133439575,0.1247235122371745,
0.4,281,ITL,1.0000000000000004,0.062169311554783294,0.04178940495172986,0.09273917145936345,
0.4,281,ARMUL,1.0000000000000004,0.06847872468808155,0.04228180714342677,0.10777410100506374,0.1
0.4,281,OURS,1.0000000000000004,0.05499778355425924,0.021313723888739332,0.10552387305253907,1.0
0.4,291,DP,1.0000000000000004,0.08655646304872995,0.040851026932651406,0.15511461722284775,
0.4,291,ITL,1.0000000000000004,0.06773729989843415,0.041398987656977054,0.10724476826061974,
0.4,291,ARMUL,1.0000000000000004,0.0718273396183422,0.03949271783878425,0.1203292722876791,0.1
0.4,291,OURS,1.0000000000000004,0.05481420329733348,0.0019073131770672386,0.13417453847773284,16.0
