delta,seed,method,balancedness_est,all_mse,related_mse,outlier_mse,selected_q
3.2,221,ARMUL,1.0000000000000007,0.06109320996311655,0.050635198638996605,0.1552153118801961,0.1
3.2,221,OURS,1.0000000000000007,0.02327346424370281,0.014684668529439351,0.10057262567207398,16.0
3.2,231,DP,1.0000000000000007,0.07382999003363432,0.07078729811249997,0.10121421732384335,
3.2,231,ITL,1.0000000000000007,0.06532530233387333,0.06311819353207804,0.0851892815500311,
3.2,231,ARMUL,1.0000000000000007,0.05949562975760735,0.055380466457860315,0.09653209945533074,0.1
3.2,231,OURS,1.0000000000000007,0.031386409217751404,0.014215231114850648,0.18592701214385812,16.0
3.2,241,DP,1.0000000000000007,0.06995024353890171,0.0652588165386426,0.11217308654123388,
3.2,241,ITL,1.0000000000000007,0.0658459444483537,0.06189064541591405,0.10144363574031068,
3.2,241,ARMUL,1.0000000000000007,0.05664670967520483,0.05151741880817435,0.10281032747847922,0.1
3.2,241,OURS,1.0000000000000007,0.019558139527854557,0.010699425299330738,0.09928656758456884,16.0
3.2,251,DP,1.0000000000000007,0.08056005470715798,0.07327177245096969,0.14615459501285263,
3.2,251,ITL,1.0000000000000007,0.07888365253144963,0.07343498101608852,0.1279216961696997,
3.2,251,ARMUL,1.0000000000000007,0.07005214204875569,0.06483112857307345,0.11704126332989588,0.1
3.2,251,OURS,1.0000000000000007,0.022715216716264884,0.016836375982912585,0.07562478331643564,16.0
3.2,261,DP,1.0000000000000007,0.07125468375211276,0.06850165177930181,0.09603197150741107,
3.2,261,ITL,1.0000000000000007,0.0685505325054529,0.06602254059022779,0.09130245974247907,
3.2,261,ARMUL,1.0000000000000007,0.06262944521951347,0.06044325008358219,0.08230520144289499,0.1
3.2,261,OURS,1.0000000000000007,0.017030025942253217,0.011328659146617424,0.06834232710297534,16.0
3.2,271,DP,1.0000000000000007,0.07096740332882388,0.06223688770880254,0.14954204390901596,
3.2,271,ITL,1.0000000000000007,0.0664936415815266,0.062065392569337685,0.10634788269122687,
3.2,271,ARMUL,1.0000000000000007,0.06129825037043519,0.054996026346001294,0.11801826659034022,0.1
3.2,271,OURS,1.0000000000000007,0.02326195101405326,0.012924271695911827,0.11630106487732617,16.0
3.2,281,DP,1.0000000000000007,0.07194308652713906,0.06901649425041624,0.09828241701764433,
3.2,281,ITL,1.0000000000000007,0.06642522267403039,0.0628633521220257,0.09848205764207257,
3.2,281,ARMUL,1.0000000000000007,0.062448971628606076,0.058431678771739326,0.09860460734040681,0.1
3.2,281,OURS,1.0000000000000007,0.025732405809749396,0.013845365268938247,0.1327157706770497,8.0
3.2,291,DP,1.0000000000000007,0.08644694068904056,0.0672372979331256,0.2593337254922754,
3.2,291,ITL,1.0000000000000007,0.0816226771504473,0.07106380206298922,0.17665255293757,
3.2,291,ARMUL,1.0000000000000007,0.07128555924065348,0.05950362590167472,0.17732295929146247,0.1
3.2,291,OURS,1.0000000000000007,0.02511310769631026,0.012147889972081797,0.14180006721436636,16.0
