Name,Address,gmap_id,description,Latitude,Longitude,category,Aggregate Rating,num_of_reviews,price,hours,MISC,City,state
Saint Louis Cemetery No. 2,"Saint Louis Cemetery No. 2, 300 N Claiborne Ave, New Orleans, LA 70112",0x8620a5e2971d0c15:0x678808693fbb1a0e,Occasional tours are offered of this historic Catholic cemetery with above-ground vaults.,29.9608426,-90.0754067,"['Cemetery', 'Tourist attraction']",4.1,178,,"[['Sunday', '9AM??3PM'], ['Monday', '9AM??3PM'], ['Tuesday', '9AM??3PM'], ['Wednesday', '9AM??3PM'], ['Thursday', '9AM??3PM'], ['Friday', '9AM??3PM'], ['Saturday', '9AM??3PM']]",{'Accessibility': ['Wheelchair accessible entrance']},New Orleans,Louisiana
Cemetery Tour,"Cemetery Tour, 718 N Rampart St, New Orleans, LA 70116",0x8620a60f0ea40001:0x4fa4adf109689e89,,29.9606433,-90.0680162,"['Museum', 'Tourist attraction']",4.7,68,,"[['Monday', '8AM??9PM'], ['Tuesday', '8AM??9PM'], ['Wednesday', '8AM??9PM'], ['Thursday', '8AM??9PM'], ['Friday', '8AM??9PM'], ['Saturday', '8AM??9PM'], ['Sunday', '8AM??9PM']]",{'Amenities': ['Restaurant']},New Orleans,Louisiana
Gallier House,"Gallier House, 1132 Royal St, New Orleans, LA 70116",0x8620a610bc7ea63b:0xd4a1ca7df621e52b,"Built in 1857, this opulent, furnished house provides a glimpse into the life of an affluent family.",29.9617056,-90.0613556,"['Museum', 'History museum', 'Scenic spot', 'Tourist attraction']",4.7,97,,"[['Monday', '10AM??4PM'], ['Tuesday', '10AM??4PM'], ['Wednesday', 'Closed'], ['Thursday', '10AM??4PM'], ['Friday', '10AM??4PM'], ['Saturday', '10AM??4PM'], ['Sunday', '10AM??4PM']]","{'Amenities': ['Good for kids', 'Restaurant']}",New Orleans,Louisiana
St. Patrick's Church,"St. Patrick's Church, 724 Camp St, New Orleans, LA 70130",0x8620a6738b364d7f:0xc4767585b264cdef,"Historic gothic-style church with vibrant interior frescos, stained glass & a 185-ft. bell tower.",29.9466718,-90.0700472,"['Catholic church', 'Place of worship', 'Tourist attraction']",4.8,263,,,{'Accessibility': ['Wheelchair accessible entrance']},New Orleans,Louisiana
Harrah's Casino New Orleans,"Harrah's Casino New Orleans, 228 Poydras St, New Orleans, LA 70130",0x8620a66d608ad751:0x15d8e150d3c32fd9,"Plush casino with a poker room, table games & slots, plus upscale dining & craft cocktails.",29.9493381,-90.064944,"['Casino', 'Tourist attraction']",4.2,9998,,"[['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours']]","{'Highlights': ['Live performances'], 'Accessibility': ['Wheelchair accessible elevator', 'Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible restroom'], 'Amenities': ['Bar onsite', 'Restaurant']}",New Orleans,Louisiana
New Orleans Holocaust Memorial,"New Orleans Holocaust Memorial, River St, New Orleans, LA 70114",0x8620a6131f8055a7:0xe78b527e1772a71a,,29.9523672,-90.0628616,"['Memorial park', 'Tourist attraction']",4.7,38,,,"{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",New Orleans,Louisiana
Lower Ninth Ward Living Museum,"Lower Ninth Ward Living Museum, 1235 Deslonde St, New Orleans, LA 70117",0x8620a7dc82f5882b:0x417938357771bc37,,29.964761,-90.023181,"['Museum', 'Tourist attraction']",4.7,238,,"[['Thursday', '12??5PM'], ['Friday', '12??5PM'], ['Saturday', '12??5PM'], ['Sunday', '12??5PM'], ['Monday', 'Closed'], ['Tuesday', '12??5PM'], ['Wednesday', '12??5PM']]",,New Orleans,Louisiana
National Shrine of Blessed Francis Xavier Seelos,"National Shrine of Blessed Francis Xavier Seelos, 919 Josephine St, New Orleans, LA 70130",0x8620a5d55e32a4ab:0x258a96ef2a688451,,29.92904,-90.074528,"['Museum', 'Tourist attraction']",4.9,76,,"[['Friday', '10AM??2PM'], ['Saturday', '10AM??2PM'], ['Sunday', 'Closed'], ['Monday', '10AM??2PM'], ['Tuesday', '10AM??2PM'], ['Wednesday', '10AM??2PM'], ['Thursday', '10AM??2PM']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids', 'Restaurant']}",New Orleans,Louisiana
St. Mary's Assumption Church,"St. Mary's Assumption Church, 923 Josephine St, New Orleans, LA 70130",0x8620a67f8dc9bf23:0xc56fb3275598dac4,,29.9292276,-90.0747515,"['Catholic church', 'Tourist attraction']",4.9,118,,"[['Friday', 'Closed'], ['Saturday', 'Closed'], ['Sunday', '9AM??5PM'], ['Monday', '9AM??5PM'], ['Tuesday', 'Closed'], ['Wednesday', 'Closed'], ['Thursday', 'Closed']]",{'Accessibility': ['Wheelchair accessible entrance']},New Orleans,Louisiana
Walter Grinnan Robinson House,"Walter Grinnan Robinson House, 1415 Third St, New Orleans, LA 70130",0x8620a5d2ed6845df:0xc957b1c29afe4e9d,Genteel 2-story mansion with wraparound galleries built in 1859 by architect Henry Howard.,29.9298843,-90.0827745,"['Historical landmark', 'Tourist attraction']",4.7,18,,,,New Orleans,Louisiana
The Presbyt??re,"The Presbyt??re, 751 Chartres St, New Orleans, LA 70116",0x8620a6179a205b31:0x9797624d500b2425,State museum with Hurricane Katrina & Mardi Gras exhibits in a former courthouse built in 1813.,29.9581273,-90.0633038,"['Local history museum', 'History museum', 'Museum', 'Tourist attraction']",4.5,398,,"[['Saturday', '9AM??4PM'], ['Sunday', '9AM??4PM'], ['Monday', 'Closed'], ['Tuesday', '9AM??4PM'], ['Wednesday', '9AM??4PM'], ['Thursday', '9AM??4PM'], ['Friday', '9AM??4PM']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Amenities': ['Good for kids', 'Restaurant']}",New Orleans,Louisiana
City Park,"City Park, 1 Palm Dr, New Orleans, LA 70124",0x8620af1590d11e91:0x85b42a0bfac471a9,"This expansive urban greenspace with a lake & paths features a dog run, museums, disc golf & more.",29.9932582,-90.0981821,"['Park', 'City park', 'Tourist attraction']",4.7,9998,,"[['Saturday', '8AM??5PM'], ['Sunday', '8AM??5PM'], ['Monday', '8AM??5PM'], ['Tuesday', '8AM??5PM'], ['Wednesday', '8AM??5PM'], ['Thursday', '8AM??5PM'], ['Friday', '8AM??5PM']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Amenities': ['Good for kids']}",New Orleans,Louisiana
Royal Carriages,"Royal Carriages, 700 Decatur St, New Orleans, LA 70116",0x8620a61be3b4fb87:0x19f952e473c6d6e1,,29.9571345,-90.0624618,"['Carriage ride service', 'Tour operator', 'Tourist attraction']",4.7,888,,"[['Sunday', '9AM??10PM'], ['Monday', '9AM??10PM'], ['Tuesday', '9AM??10PM'], ['Wednesday', 'Closed'], ['Thursday', '9AM??10PM'], ['Friday', '9AM??10PM'], ['Saturday', '9AM??10PM']]",{'Accessibility': ['Wheelchair accessible entrance']},New Orleans,Louisiana
Delcazal Playground,"Delcazal Playground, New Orleans, LA 70114",0x8620a64736e4cb05:0xffb7f317d51f4e4a,,29.9491996,-90.0508139,"['Park', 'Tourist attraction']",4.3,44,,"[['Sunday', '6AM??9PM'], ['Monday', '6AM??9PM'], ['Tuesday', '6AM??9PM'], ['Wednesday', '6AM??9PM'], ['Thursday', '6AM??9PM'], ['Friday', '6AM??9PM'], ['Saturday', '6AM??9PM']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",New Orleans,Louisiana
Ignatius J. Reilly Statue,"Ignatius J. Reilly Statue, 819 Canal St, New Orleans, LA 70112",0x8620a60c73ba3f4d:0xd8f8daa0541cbab,,29.9543316,-90.0703034,['Tourist attraction'],4.6,24,,"[['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours']]",{'Amenities': ['Good for kids']},New Orleans,Louisiana
St. Louis Cemetery No. 1,"St. Louis Cemetery No. 1, 425 Basin St, New Orleans, LA 70112",0x8620a6091e8df4e5:0x657cbba681f6594b,Burial site of voodoo queen Marie Laveau & other historical notables in 18th- & 19th-century vaults.,29.9593636,-90.0714433,"['Cemetery', 'Tourist attraction']",3.7,445,,"[['Monday', '8AM??4PM'], ['Tuesday', '8AM??4PM'], ['Wednesday', '8AM??4PM'], ['Thursday', '8AM??4PM'], ['Friday', '8AM??4PM'], ['Saturday', '8AM??4PM'], ['Sunday', '8AM??4PM']]",,New Orleans,Louisiana
Clouet Gardens,"Clouet Gardens, 710 Clouet St, New Orleans, LA 70117",0x8620a8816e7ada2b:0x50868d1b6fa91d97,,29.9639667,-90.0454807,"['Park', 'Tourist attraction']",4.6,67,,,"{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",New Orleans,Louisiana
Mississippi River Heritage Park,"Mississippi River Heritage Park, John Churchill Chase St, New Orleans, LA 70130",0x8620a66fe11639d1:0x78eb18382e00f0ae,,29.9406098,-90.0651882,"['Park', 'Tourist attraction']",4.4,46,,"[['Tuesday', '8:15AM??5:45PM'], ['Wednesday', '8:15AM??5:45PM'], ['Thursday', '8:15AM??5:45PM'], ['Friday', '8:15AM??5:45PM'], ['Saturday', '8:15AM??5:45PM'], ['Sunday', '8:15AM??5:45PM'], ['Monday', '8:15AM??5:45PM']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",New Orleans,Louisiana
New Orleans African American Museum,"New Orleans African American Museum, 1418 Governor Nicholls St, New Orleans, LA 70116",0x8620a604673c10b3:0x2c1a22836769d2d1,"Cultural exhibits spanning multiple historic houses, plus a walking tour of the Treme community.",29.9665004,-90.0679718,"['Museum', 'Tourist attraction']",4.3,56,,"[['Tuesday', 'Closed'], ['Wednesday', 'Closed'], ['Thursday', '11AM??4PM'], ['Friday', '11AM??4PM'], ['Saturday', '11AM??4PM'], ['Sunday', '11AM??4PM'], ['Monday', 'Closed']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids', 'Restaurant']}",New Orleans,Louisiana
Washington Square,"Washington Square, 700 Elysian Fields Ave, New Orleans, LA 70117",0x8620a6185e7b05e7:0x5f4f8319df91a821,"Dog-friendly, historic city park with a large shaded lawn, play structures & sculptures.",29.9650421,-90.05747,"['Park', 'Tourist attraction']",4.3,485,,"[['Tuesday', '6AM??7PM'], ['Wednesday', '6AM??7PM'], ['Thursday', '6AM??7PM'], ['Friday', '6AM??7PM'], ['Saturday', '6AM??7PM'], ['Sunday', '6AM??7PM'], ['Monday', '6AM??7PM']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Amenities': ['Good for kids']}",New Orleans,Louisiana
Crescent Park,"Crescent Park, Cres Park Trail, New Orleans, LA 70117",0x8620a630156dda1d:0x205df874cc65f88e,"Compact park along the river offering trails, picnic areas & views of the city skyline.",29.9618712,-90.0482469,"['Park', 'Tourist attraction']",4.6,1257,,"[['Tuesday', '6AM??7:30PM'], ['Wednesday', '6AM??7:30PM'], ['Thursday', '6AM??7:30PM'], ['Friday', '6AM??7:30PM'], ['Saturday', '6AM??7:30PM'], ['Sunday', '6AM??7:30PM'], ['Monday', '6AM??7:30PM']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Amenities': ['Good for kids']}",New Orleans,Louisiana
Wisner Dog Park,"Wisner Dog Park, 4873 Laurel St, New Orleans, LA 70115",0x8620a457304a0bd3:0x37b80e1a92cd2805,,29.9183487,-90.1078256,"['Park', 'Tourist attraction']",4.3,98,,"[['Tuesday', '6AM??10PM'], ['Wednesday', '6AM??10PM'], ['Thursday', '6AM??10PM'], ['Friday', '6AM??10PM'], ['Saturday', '6AM??10PM'], ['Sunday', '6AM??10PM'], ['Monday', '6AM??10PM']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",New Orleans,Louisiana
Couturie Forest,"Couturie Forest, 1009 Harrison Ave, New Orleans, LA 70124",0x8620af15dfbe56dd:0xc987dc5c3fa43d7,"Tranquil woodlands within a city park featuring waterways, native trees & diverse birds & wildlife.",30.004747,-90.0942054,"['Nature preserve', 'Park', 'Tourist attraction']",4.7,394,,"[['Wednesday', '7AM??5:30PM'], ['Thursday', '7AM??5:30PM'], ['Friday', '7AM??5:30PM'], ['Saturday', '7AM??5:30PM'], ['Sunday', '7AM??5:30PM'], ['Monday', '7AM??5:30PM'], ['Tuesday', '7AM??5:30PM']]",{'Amenities': ['Good for kids']},New Orleans,Louisiana
A. L. Davis Park,"A. L. Davis Park, 2600 Lasalle St, New Orleans, LA 70113",0x8620a5c8946ecb1f:0x9015f9e319ab3d9e,"City-owned park with a grassy area, basketball courts, tennis courts & a modest playground.",29.9385497,-90.0904869,"['Park', 'Tourist attraction']",4.3,338,,"[['Wednesday', '6AM??10PM'], ['Thursday', '6AM??10PM'], ['Friday', '6AM??10PM'], ['Saturday', '6AM??10PM'], ['Sunday', '6AM??10PM'], ['Monday', '6AM??10PM'], ['Tuesday', '6AM??10PM']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",New Orleans,Louisiana
American Italian Cultural Center,"American Italian Cultural Center, 537 S Peters St, New Orleans, LA 70130",0x8620a67263970c31:0x7eefa9341f39395b,,29.9475997,-90.0660672,"['History museum', 'Museum', 'Tourist attraction']",5.0,8,,"[['Thursday', '10AM??4PM'], ['Friday', '10AM??4PM'], ['Saturday', '10AM??4PM'], ['Sunday', 'Closed'], ['Monday', '10AM??4PM'], ['Tuesday', '10AM??4PM'], ['Wednesday', '10AM??4PM']]","{'Accessibility': ['Wheelchair accessible elevator', 'Wheelchair accessible entrance'], 'Amenities': ['Good for kids', 'Wi-Fi', 'Restaurant'], 'Crowd': ['Family-friendly']}",New Orleans,Louisiana
Beauregard-Keyes House,"Beauregard-Keyes House, 1113 Chartres St, New Orleans, LA 70116",0x8620a610c9e2c77f:0xdb5747f20a6974f0,"Landmark home of prominent 19th-century figures featuring tours, a garden & antique doll collection.",29.960991,-90.060878,"['Museum', 'Tourist attraction']",4.7,133,,"[['Friday', '10AM??2PM'], ['Saturday', '10AM??2PM'], ['Sunday', 'Closed'], ['Monday', '10AM??2PM'], ['Tuesday', '10AM??2PM'], ['Wednesday', '10AM??2PM'], ['Thursday', '10AM??2PM']]","{'Amenities': ['Good for kids', 'Restaurant']}",New Orleans,Louisiana
St. Roch Park,"St. Roch Park, 1800 St Roch Ave, New Orleans, LA 70117",0x8620a89ef5ff8971:0xbbd87b56eadfbb62,,29.9772949,-90.0527837,"['Park', 'Tourist attraction']",4.1,206,,"[['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",New Orleans,Louisiana
Milneburg Lighthouse,"Milneburg Lighthouse, Lakeshore Dr, New Orleans, LA 70148",0x8620a93b33ee7667:0xc384dc28945bfac,,30.0321341,-90.0621656,"['Historical place', 'Lighthouse', 'Tourist attraction']",3.3,38,,"[['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours']]",,New Orleans,Louisiana
Clue Carr?? - New Orleans,"Clue Carr?? - New Orleans, 830 Union St #101, New Orleans, LA 70112",0x8620a60b286ab625:0x978e20b0669150f,,29.9514538,-90.0722769,"['Escape room center', 'Corporate entertainment service', 'Tourist attraction']",4.8,444,,"[['Saturday', '10:30AM??9PM'], ['Sunday', '10:30AM??9PM'], ['Monday', '12??9PM'], ['Tuesday', '12??9PM'], ['Wednesday', '12??9PM'], ['Thursday', '12??9PM'], ['Friday', '10:30AM??9PM']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Restaurant']}",New Orleans,Louisiana
Saints Hall of Fame,"Saints Hall of Fame, 1500 Sugar Bowl Dr, New Orleans, LA 70112",0x8620a5e750a3c0eb:0xdc0d47c7ef90d1eb,,29.9513085,-90.0798964,"['Museum', 'Tourist attraction']",4.5,14,,"[['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '9AM??3PM'], ['Tuesday', '9AM??3PM'], ['Wednesday', '9AM??3PM'], ['Thursday', '9AM??3PM'], ['Friday', '9AM??3PM']]","{'Amenities': ['Good for kids', 'Restaurant']}",New Orleans,Louisiana
Confetti Park,"Confetti Park, 451 Pelican Ave, New Orleans, LA 70114",0x8620a638cd223341:0xeb462aca5896ba24,,29.9529941,-90.0512516,"['Park', 'Tourist attraction']",4.5,88,,"[['Saturday', '6AM??10PM'], ['Sunday', '6AM??10PM'], ['Monday', '6AM??10PM'], ['Tuesday', '6AM??10PM'], ['Wednesday', '6AM??10PM'], ['Thursday', '6AM??10PM'], ['Friday', '6AM??10PM']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",New Orleans,Louisiana
Doullut Steamboat House #1,"Doullut Steamboat House #1, 400 Egania St, New Orleans, LA 70117",0x8620a7c1661f56d9:0x60f95b49e2dc308d,,29.9560042,-90.0219348,"['Historical landmark', 'Tourist attraction']",4.4,48,,,{'Amenities': ['Good for kids']},New Orleans,Louisiana
St Joseph Catholic Church,"St Joseph Catholic Church, 1802 Tulane Ave, New Orleans, LA 70112",0x8620a5e431c3b0bb:0x17ea23ae15e0caa0,,29.9573549,-90.0815141,"['Catholic church', 'Church', 'Tourist attraction']",4.8,196,,"[['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours']]",{'Accessibility': ['Wheelchair accessible entrance']},New Orleans,Louisiana
Duncan Plaza,"Duncan Plaza, 343-349 Loyola Ave, New Orleans, LA 70112",0x8620a5e05020211b:0x2896631845e7a6f7,"This small, functional oasis features a paved walkway along with landscaped trees & grass.",29.9532274,-90.0764521,"['Park', 'Tourist attraction']",3.8,344,,,{'Accessibility': ['Wheelchair accessible entrance']},New Orleans,Louisiana
"Old Spanish Fort, c. 1704","Old Spanish Fort, c. 1704, 6400 Beauregard Ave, New Orleans, LA 70124",0x8620aed79a04ab8d:0x253d7cbe301f3d4e,"This open, grassy park features shade trees & the brick ruins of a historic Spanish fort.",30.0224817,-90.0831646,"['Park', 'Tourist attraction']",4.4,88,,"[['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",New Orleans,Louisiana
FreeWheelin' Bike Tours & Rentals,"FreeWheelin' Bike Tours & Rentals, 1025 Bienville St, New Orleans, LA 70112",0x8620a60eacba59f7:0x884c3c30e23db0f1,,29.9569925,-90.0706014,"['Tour operator', 'Bicycle rental service', 'Sightseeing tour agency', 'Tourist attraction']",4.9,408,,"[['Sunday', 'Closed'], ['Monday', '10AM??4:45PM'], ['Tuesday', '10AM??4:45PM'], ['Wednesday', '10AM??4:45PM'], ['Thursday', '9AM??4:45PM'], ['Friday', '9AM??4:45PM'], ['Saturday', '9AM??4:45PM']]",{'From the business': ['Identifies as veteran-led']},New Orleans,Louisiana
Audubon Louisiana Nature Center,"Audubon Louisiana Nature Center, 11000 Lake Forest Blvd, New Orleans, LA 70127",0x889e03ad7c7ecbc7:0x5da10570e0654430,,30.0318034,-89.9640584,"['Nature preserve', 'Tourist attraction']",4.6,324,,"[['Monday', '9AM??1:30PM'], ['Tuesday', '9AM??1:30PM'], ['Wednesday', '9AM??1:30PM'], ['Thursday', '9AM??1:30PM'], ['Friday', 'Closed'], ['Saturday', 'Closed'], ['Sunday', 'Closed']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",New Orleans,Louisiana
Audubon Aquarium of the Americas,"Audubon Aquarium of the Americas, 1 Canal St, New Orleans, LA 70130",0x8620a66d391f6fb5:0x2160af1c86344b48,"Marine exhibits plus a 400,000-gallon tank with coral reefs, sharks, rays & a walk-through tunnel.",29.9504543,-90.0629212,"['Aquarium', 'Tourist attraction']",4.4,9998,,"[['Monday', '10AM??5PM'], ['Tuesday', 'Closed'], ['Wednesday', 'Closed'], ['Thursday', '10AM??5PM'], ['Friday', '10AM??5PM'], ['Saturday', '10AM??5PM'], ['Sunday', '10AM??5PM']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Amenities': ['Good for kids']}",New Orleans,Louisiana
Louis Armstrong Park,"Louis Armstrong Park, 701 N Rampart St, New Orleans, LA 70116",0x8620a60f5f3f7dbf:0x9f87c1b241badda6,"31-acre park that's home to historic Congo Square & hosts concerts, films & other events.",29.9627574,-90.0677536,"['City park', 'Park', 'Tourist attraction']",4.5,4667,,"[['Tuesday', '8AM??6PM'], ['Wednesday', '8AM??6PM'], ['Thursday', '8AM??6PM'], ['Friday', '8AM??6PM'], ['Saturday', '8AM??6PM'], ['Sunday', '8AM??6PM'], ['Monday', '8AM??6PM']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Amenities': ['Good for kids']}",New Orleans,Louisiana
Solomon Victory Theater,"Solomon Victory Theater, 945 Magazine St, New Orleans, LA 70130",0x8620a676da80ce1d:0x3408824c1ad0118c,"Theater (tickets required) in National WWII Museum showing historical film ""Beyond All Boundaries.""",29.9426043,-90.0703757,"['Movie theater', 'Tourist attraction']",4.9,98,,,"{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",New Orleans,Louisiana
THE JACKSON BARRACKS MILITARY MUSEUM,"THE JACKSON BARRACKS MILITARY MUSEUM, Area C 4209 Chenault Blvd., Jackson Barracks, New Orleans, LA 70117",0x8620a7f0e3cc9fc5:0x857c4711d78938bb,,29.9597859,-90.0061748,"['Museum', 'Tourist attraction']",4.7,107,,"[['Thursday', '9AM??5PM'], ['Friday', '9AM??5PM'], ['Saturday', '9AM??2PM'], ['Sunday', 'Closed'], ['Monday', 'Closed'], ['Tuesday', '9AM??5PM'], ['Wednesday', '9AM??5PM']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids', 'Restaurant']}",New Orleans,Louisiana
St. Anthony's Garden,"St. Anthony's Garden, 600-698 Pere Antoine Alley, New Orleans, LA 70116",0x8620a611bf9afa0b:0xf5c747b436c99800,,29.9582823,-90.0641223,"['Garden', 'Tourist attraction']",4.6,8,,,"{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",New Orleans,Louisiana
Big easy swamp adventures,"Big easy swamp adventures, 6001 France Rd, New Orleans, LA 70126",0x8620a9722fa57a73:0x5b9b1b3569b597a8,,30.0256844,-90.0346984,['Tourist attraction'],4.5,15,,"[['Friday', '7AM??9PM'], ['Saturday', '7AM??9PM'], ['Sunday', '7AM??9PM'], ['Monday', '7AM??9PM'], ['Tuesday', '7AM??9PM'], ['Wednesday', '7AM??9PM'], ['Thursday', '7AM??9PM']]","{'From the business': ['Identifies as veteran-led'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Amenities': ['Good for kids']}",New Orleans,Louisiana
PT-305 Boat House,"PT-305 Boat House, 6705 Stars and Stripes Blvd, New Orleans, LA 70126",0x8620a9c24bd79ae7:0xd52f3db4b1e26cbe,,30.0410382,-90.0130891,"['Boat tour agency', 'Tourist attraction']",4.6,47,,"[['Friday', '9AM??1PM'], ['Saturday', '9AM??1PM'], ['Sunday', '9AM??1PM'], ['Monday', 'Closed'], ['Tuesday', 'Closed'], ['Wednesday', '9AM??1PM'], ['Thursday', '9AM??1PM']]",,New Orleans,Louisiana
Lincoln Beach,"Lincoln Beach, 13904 Hayne Blvd, New Orleans, LA 70128",0x889e01632f3a172d:0x1cc87fcfc61e31f7,,30.0698144,-89.9528545,"['Historical landmark', 'Tourist attraction']",4.5,97,,"[['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",New Orleans,Louisiana
Hurricane Katrina Sculpture - House In A Tree,"Hurricane Katrina Sculpture - House In A Tree, 1101 Convention Center Blvd, New Orleans, LA 70130",0x8620a66fe88b0495:0x4fe930bec07dd372,,29.940597,-90.0646845,['Tourist attraction'],4.5,26,,,"{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",New Orleans,Louisiana
Mystic Krewe Pinball Parlor at Kebab,"Mystic Krewe Pinball Parlor at Kebab, 2315 St Claude Ave, New Orleans, LA 70117",0x8620a62184ad1ed5:0xa8760c493acb7b5a,,29.9689848,-90.05398,"['Video arcade', 'Tourist attraction']",4.5,54,,"[['Sunday', '11AM??11PM'], ['Monday', '11AM??11PM'], ['Tuesday', 'Closed'], ['Wednesday', '11AM??11PM'], ['Thursday', '11AM??11PM'], ['Friday', '11AM??11PM'], ['Saturday', '11AM??11PM']]",,New Orleans,Louisiana
The Elephant Collective,"The Elephant Collective, 3610 Toulouse St, New Orleans, LA 70119",0x8620afbb01ba54f3:0xc930370275a8cac2,,29.9753973,-90.0928461,"['Arts organization', 'Tourist attraction']",5.0,18,,,,New Orleans,Louisiana
Arnaud??s Germaine Wells Mardi Gras Museum,"Arnaud??s Germaine Wells Mardi Gras Museum, 813 Bienville St, New Orleans, LA 70112",0x8620a60c3dab3d03:0xe4d20483a925218,,29.9557723,-90.0686954,"['Museum', 'Tourist attraction']",4.1,26,,"[['Monday', 'Closed'], ['Tuesday', 'Closed'], ['Wednesday', '5:30??9PM'], ['Thursday', '5:30??9PM'], ['Friday', '5:30??9PM'], ['Saturday', '5:30??9PM'], ['Sunday', '10AM??1:30PM']]",{'Amenities': ['Good for kids']},New Orleans,Louisiana
McDonogh Oak,"McDonogh Oak, City Park Ave, New Orleans, LA 70119",0x8620af67b784e8f3:0xcb0368d218ac0ef2,,29.9839862,-90.0951527,['Tourist attraction'],4.8,135,,,"{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",New Orleans,Louisiana
Robert E. Lee Monument,"Robert E. Lee Monument, Lees Ln, New Orleans, LA 70114",0x8620a67658d2c82f:0xae04c06892b98a22,,29.9433144,-90.072455,"['Monument', 'Tourist attraction']",3.7,28,,,{'Amenities': ['Good for kids']},New Orleans,Louisiana
